ID,Date,Text
4295000607,"4 October 2023, 21:08:40","مكتب وزير الاتصالات الإسرائيلي:
تحدث وزير الاتصالات شلومو كرعي اليوم في مؤتمر الاتحاد البريدي العالمي في الرياض عاصمة السعودية، وتحدث عن أهمية خدمات الاتصالات بين دول المنطقة، وقال الوزير في كلمة ألقاها باللغتين الإنجليزية والعربية أمام الممثلين ورؤساء الوفود: ""إن خدمات الاتصال المتقدمة بين الدول ستؤدي أيضًا إلى ربط الشعوب والثقافات""، وشكر كرعي رئيس الوزراء بنيامين نتنياهو، والرئيس الأمريكي جو بايدن، وقادة المملكة العربية السعودية على جهودهم في إقامة العلاقات بين البلدين، ""في إطار رؤية السلام""."
4295000608,"4 October 2023, 21:12:19","موقع القناة 7:
تم إطلاق سراح المستوطنين الخمسة الذين تم اعتقالهم بشبهة البصق على المسيحيين"
4295000609,"4 October 2023, 22:13:38","إنقاذ بلا حدود:
أضرار في مركبات للمستوطنين بعد رشقها بالحجارة في حوارة"
4295000610,"4 October 2023, 23:43:42","المتحدث باسم الجيش الإسرائيلي:
ألقى فلسطينيون زجاجة حارقة على حافلة إسرائيلية قرب عزون مساء الأربعاء، ودخلت قوات الجيش الإسرائيلي القرية وقامت بالبحث عن المنفذين، مما أدى إلى حدوث فوضى وأحداث عنف وقام خلالها الفلسطينيين بإلقاء الحجارة والزجاجات الحارقة والعبوات على القوات، الذين ردوا بوسائل تفريق المظاهرات، واعتقلت القوات اثنين قاما برشق الحجارة والزجاجات الحارقة والعبوات، وتم تحويلهما للتحقيق ولم تقع إصابات في صفوف القوات"
4295000611,"4 October 2023, 23:47:29","حدشوت حموت:
شبت النيران في آلية عسكرية تابعة للجيش بعد إلقاء زجاجات حارقة عليها شرق نابلس."
4295000612,"4 October 2023, 23:52:38","إنقاذ بلا حدود:
مستوطن أطلق النار من سلاحه الشخصي نحو فلسطينيين بالقرب من مستوطنة معاليه لافونا بعدما رشقوه وعائلته بالحجارة"
4295000613,"5 October 2023, 00:04:15","عضو الكنيست من يهدوت هتوراة موشيه غافني:
أطالب بمنع المستوطنين من ""اقتحام الأقصى""، قلبي يعتصر ألمًا لأن هناك حوالي 3000 مستوطن ارتكبوا خطيئة ووصلوا هناك."
4295000614,"5 October 2023, 00:15:49","إنقاذ بلا حدود:
رشق حافلة للمستوطنين بزجاجة طلاء في حوارة قبل قليل"
4295000615,"5 October 2023, 00:23:09","حدشوت حموت:
بدء وصول المستوطنين لمجمع قبر يوسف في نابلس بحماية من الجيش الإسرائيلي"
4295000616,"5 October 2023, 00:48:22","المتحدث باسم الجيش الإسرائيلي:
إصابة مستوطن بجروح جراء رشق مركبته بالحجارة قرب قرية سنجل"
4295000617,"5 October 2023, 06:03:41","موقع القناة 7:
تبادل إطلاق نار بين قوات الجيش ومسلحين فلسطينيين في منطقة طولكرم"
4295000618,"5 October 2023, 07:48:05","يديعوت أحرونوت:
أصيب جندي من الجيش الإسرائيلي الليلة بجروح خلال الاشتباكات في نابلس"
4295000619,"5 October 2023, 07:52:22","المتحدث باسم الجيش الإسرائيلي:
حدث اشتباك مسلح خلال نشاط للقوات الليلة في طولكرم، استمر حتى بعد مغادرة القوات المنطقة، كما انفجرت عبوات ألقيت باتجاه القوات، وانتهى النشاط الأمني قبل قليل وغادرت القوات المكان - تفاصيل لاحقا"
4295000620,"5 October 2023, 07:58:33","إذاعة الجيش:
مسلحان فلسطينيان أطلقا النار على مركبة للمستوطنين في منطقة أفني حيفتس، وانسحبا، ثم فتحا النار على قوات للجيش عند حاجز تم نصبه أثناء عمليات البحث عنهما - قُتِل أحدهما، وأصيب الآخر، وتم العثور على سلاح من طراز M-16 في مركبتهما"
4295000621,"5 October 2023, 08:25:52","بيني غانتس:
التقيت أمس في البيت الأبيض بمستشار الأمن القومي الأمريكي، جيك سوليفان، وناقشنا خلال اللقاء تعزيز المصالح الأمنية لإسرائيل، وتوسيع اندماجها في المنطقة، وكذلك التعامل مع تهديدات إيران، وأذرعها في الشرق الأوسط."
4295000622,"5 October 2023, 08:30:42","موقع القناة 7:
أكثر من 3000 مستوطن شاركوا الليلة في ""اقتحام"" نابلس والوصول لمجمع قبر يوسف، على رأسهم رئيس مجلس مستوطنات شمال الضفة يوسي دغان، ونائبه دافيدي بن تسيون"
4295000623,"5 October 2023, 09:41:19","يسرائيل هيوم:
لم يعد كلب الرئيس بايدن ""كوماند"" يقيم في البيت الأبيض، بعد أن عض بشكل متكرر الموظفين وأعضاء الخدمة السرية - قام الكلب البالغ من العمر عامين، مؤخراً بعض ضابط في الخدمة السرية بالإضافة إلى 10 عضات أخرى وسلوك عدواني تجاه حراس أمن الرئيس وزوجته."
4295000624,"5 October 2023, 10:12:49","عاجل القناة 14 العبرية:
سمح بالنشر: أصيب 5 من وحدة المستعربين في حرس الحدود خلال نشاط القوات الليلة في طولكرم، 3 منهم بحالة خطيرة"
4295000625,"5 October 2023, 12:13:12","القناة 14 العبرية:
أحد جنود المستعربين الذي أصيبوا الليلة في طولكرم، يبلغ من العمر 21 عامًا، ومن المفترض أن يتزوج بعد أسبوع، أصيب والده بجروح حرجة في عملية طعن قبل حوالي 20 عامًا."
4295000626,"5 October 2023, 14:20:58","إذاعة الجيش:
تعرض حساب الرئيس الإسرائيلي هرتسوغ على تلغرام للاختراق، والشاباك يتدخل للتحقيق في الأمر، والتقديرات أنها خلفية إجرامية"
4295000627,"5 October 2023, 15:42:04","مستشفى لنيادو:
تحديث حول حالة أحد الجنود الذين أصيبوا في طولكرم: نقل المصاب إلى مستشفى ""لنيادو"" وحالته خطيرة - خضع لعملية جراحية طارئة استمرت حوالي 6 ساعات، شارك في الجراحة أطباء كبار متعددو التخصصات ""الجراحة وجراحة العظام والأوعية الدموية""، انتهت العملية قبل قليل ونقل إلى غرفة الإنعاش، وفي وقت لاحق، من المتوقع أن ينقل إلى وحدة العناية المركزة"
4295000628,"5 October 2023, 16:06:04","مقر منظمات الهيكل:
رقم قياسي: 5,323 مستوطنا ""اقتحموا"" باحات المسجد الأقصى خلال عيد العرش"
4295000629,"5 October 2023, 16:13:20
Original: 4 October 2023, 18:03:07","الحجارة بايدينا .. فجرنا الصراع 

 المسجد الأقصى شعلة الانتفاضات ومنطلق الثورات .. ثوري ثوري ثوري

دعوات لشد الرحال إلى المسجد الأقصى"
4295000630,"5 October 2023, 16:25:52","قناة كان العبرية:
تقارير سورية: مقتل 7 ضباط في الجيش السوري في هجوم بطائرات مسيرة وإصابة أكثر من 20 آخرين"
4295000631,"5 October 2023, 16:49:32","إيتاي بلومنتال:
طائرة إسرائيلية (4X-EMM) استخدمت سابقا في نقل وفود رسمية وكبار المسؤولين، هبطت قبل قليل في القاهرة"
4295000632,"5 October 2023, 17:42:28","قناة كان العبرية:
قال وزير الطاقة التركي اليوم إنه سيزور ""إسرائيل"" الشهر المقبل لبحث توريد الغاز الطبيعي عبر تركيا إلى أوروبا"
4295000633,"5 October 2023, 17:44:52","#عاجل حدشوت سدي:
إطلاق نار على مركبة في منطقة حوارة ولا إصابات - القوات في الطريق للمكان."
4295000634,"5 October 2023, 17:50:19",#عاجل حدشوت سدي: إطلاق نار على مركبة في منطقة حوارة ولا إصابات - القوات في الطريق للمكان.
4295000635,"5 October 2023, 19:43:41","موقع والا العبري:
حادثة غير عادية: ألقي القبض على سائح من الولايات المتحدة مساء اليوم الخميس في متحف ""إسرائيل"" بالقدس بعد قيامه بتكسير منحوتات وتماثيل باهظة الثمن عمدا - وادعى في التحقيق أنه قام بذلك لأن التماثيل حسب  رأيه مخالفة لتعاليم التوراة."
4295000636,"5 October 2023, 20:00:30","قناة كان العبرية:
وزير الدفاع غالانت: ""سنصل إلى أي مكان ونهاجم كل من يحاول المس بجنود الجيش، ومواطني إسرائيل - ما فعلناه بجنين قبل شهرين، يمكننا أن نفعله مرة أخرى - الجيش جاهز لأي مهمة وفي أي ساحة"""
4295000637,"5 October 2023, 20:46:16","المتحدث باسم الجيش الإسرائيلي:
قواتنا أطلقت النار على الفلسطيني الذي نفذ عملية إطلاق النار في حوارة سابقا"
4295000638,"5 October 2023, 21:11:59
Original: 5 October 2023, 21:01:46","من ماذا يهرب ويهاجر شباب غزة؟

الحلقة 101 من #بودكاست_تقارب مع الباحث أحمد مأمون.


للمشاهدة 

 يوتيوب: https://youtu.be/1JLRxoOtVTM

للاستماع 

 سبوتيفاي: https://bit.ly/3tkETjg
 أنغامي: https://bit.ly/48DeOMD
 جوجل بودكاست: https://bit.ly/46kRjqa
 أبل بودكاست: https://bit.ly/3tkzhWf
 ديزر: https://bit.ly/3OdAS5e 

وكافة منصات البودكاست

لمتابعة جديد تقارب عبر تليجرام: http://t.me/biqawi"
4295000639,"5 October 2023, 21:18:32","يوآف غالانت:
ستصل قواتنا إلى كل زقاق في جميع أنحاء الضفة وستصفي الحساب مع كل مخرب ومن يرسله"
4295000640,"5 October 2023, 22:48:31","مكتب نتنياهو:
في أعقاب العمليات الأخيرة في الضفة الغربية، أجرى رئيس الوزراء نتنياهو مساء اليوم مشاورات بمشاركة وزير الدفاع ورئيس الأركان ورئيس الشاباك وقائد القيادة الوسطى والسكرتير العسكري، وقال: ""لا ينبغي لنا أن نتسامح مع العمليات""، وأمر الجيش والشاباك بتعزيز إجراءات الدفاع والتصفيات ضد العناصر المسلحة من خلال إجراءات جديدة"
4295000641,"5 October 2023, 22:52:47","المتحدث باسم الجيش الإسرائيلي:
وفقًأ لتقييم الوضع الأمني، وقرار المستوي السياسي، سيتم فرض إغلاق على مناطق الضفة الغربية وإغلاق المعابر مع قطاع غزة خلال عيد بهجة التواراة، يبدأ الإغلاق من منتصف الليلة الخميس-الجمعة 06/10/2023 وينتهي في منتصف ليلة السبت-الأحد 07/10/2023 وفقًا لتقييم الأوضاع."
4295000642,"5 October 2023, 22:54:44","#عاجل القناة 14 العبرية:
إطلاق نار نحو حافلة للمستوطنين في الأغوار دون وقوع إصابات"
4295000643,"5 October 2023, 23:15:58","المتحدث باسم الجيش الإسرائيلي:
اعتقلت قوات الجيش قبل قليل فلسطينيين كانا يحاولان عبور منطقة العائق الأمني من جنوب قطاع غزة إلى الغلاف"
4295000644,"5 October 2023, 23:44:04","المتحدث باسم الجيش الإسرائيلي:
وفقا لتقييم الوضع، تقرر إغلاق المحلات التجارية في حوارة، لغرض تعزيز التقييمات الأمنية في المنطقة، وذلك بالتزامن مع تعزيز الإجراءات الأمنية."
4295000645,"6 October 2023, 00:19:47","إذاعة الجيش:
رشق حجارة متبادل بالحجارة بين فلسطينيين ومستوطنين في حوارة – إصابة مستوطن بجروح طفيفة بعد إصابته بحجر ألقي عليه من أحد المنازل بينما كان يقود سيارته إلى مستوطنة إيتامار"
4295000646,"6 October 2023, 05:00:46","حدشوت بتاخون سدي:
أطلق مسلحون النار على موقع عسكري بالقرب من دوتان، ولا معلومات حتى الآن عن وقوع إصابات."
4295000647,"6 October 2023, 10:06:13","يوسي إيلي:
لم أر مثل هذا الفيديو المحرج والخطير منذ فترة طويلة، جندي يهاجم جنديًا آخر أثناء إحدى المهمات العملياتية - هذا ليس أمرًا مخزيًا فحسب، بل إنه يؤذينا أيضًا من الناحية الشكلية والعملياتية"
4295000648,"6 October 2023, 10:49:31","قناة كان العبرية:
مجموعة دينية  تطلق على نفسها اسم ""روش يهودي"" تتقدم باستئناف للمحكمة العليا ضد رفض طلبها إجراء شعائر الطواف في ميدان ديزنغوف في عيد ""فرحة التواراة"" - بلدية تل ابيب ستنشر مراقبين لمنع هذا الطواف، في حال قرر منظموه تخطي قرار المحكمة العليا."
4295000649,"6 October 2023, 10:52:45","الفلسطينية خيّطت ثوبها على لمبة الكاز وضو القمر، عشان هيك صار قطعة من الروح والذاكرة. السيدة سارة من كفر عانة بتحكيلنا عن مشاهد ولحظات لا تنسى مع الثوب الفلسطيني المطرّز 

يوتيوب
https://youtu.be/Z1DgKAxsDs0

انستاقرام
https://www.instagram.com/reel/Cx-8kj6PO33/?utm_source=ig_web_copy_link

فيسبوك
https://www.facebook.com/reel/852682789487753?mibextid=B7JvUZ"
4295000650,"6 October 2023, 11:03:36","يسرائيل هيوم:
العثور على عبوة ناسفة في منطقة مفتوحة بأسدود، وتم تحييدها من قبل طواقم متفجرات من الشرطة"
4295000651,"6 October 2023, 11:13:06","يوسي يهوشع-يديعوت:
كبار المسؤولين في الجيش يتحدثون عن حالة تشاؤم حول الوضع الأمني: ""إذا لم يحدث تغيير في الملعب العسكري، فإن العمليات والأحداث الأمنية ستزداد حتى خلال عام 2024، وقد تكون أكثر صعوبة"""
4295000652,"6 October 2023, 11:29:20","معاريف:
قتل  2 في حادث دهس وقع صباح اليوم الجمعة بالقرب من نتانيا، حيث دهس أحد سكان المدينة سائق دراجة نارية وأحد المشاة حتى الموت، ثم نزل من سيارته وسرق شاحنة من سائق توقف لمساعدة المصابين ولاذ بالفرار، بدأت الشرطة بمطاردة الشاحنة المسروقة حتى ألقت القبض عليه."
4295000653,"6 October 2023, 11:31:29","المتحدث باسم الجيش الإسرائيلي:
قوات الجيش والشاباك وحرس الحدود اعتقلت خلال الليل فلسطينيين اثنين من أنحاء الضفة الغربية - كما عثرت القوات فجر اليوم على عدد من المستوطنين كانوا بالقرب من قبر يوسف في مدينة نابلس وقامت بتأمين خروجهم دون وقوع أي حوادث"
4295000654,"6 October 2023, 11:52:35
Original: 6 October 2023, 00:38:27","اكتب على قبر العدا .. الثورة مرّت من هنا 

حوّارة رعب الموت الذي يطاردهم 

#فلسطين27"
4295000655,"6 October 2023, 12:02:42","المتحدث باسم الجيش الإسرائيلي:
وفقا لتقييم الوضع، تم إغلاق محور حوارة مؤقتا أمام حركة المرور لعدة ساعات، وذلك من أجل السماح بانتشار قوات الجيش في المنطقة والحفاظ على الأمن."
4295000656,"6 October 2023, 14:28:55","موقع القناة 7:
وصل وزير المالية وعضو الكابينت بتسلئيل سموتريش صباح اليوم الجمعة للقيام بجولة في موقع عملية حوارة برفقة رئيس مجلس مستوطنات شمال الضفة يوسي داغان وعضو الكنيست تسفي سوكوت وغيرهم، وعقد سموتريش اجتماع مع رئيس المجلس وقادة المستوطنات حول الخطوات المطلوبة للقضاء على ""الإرهاب"" وتعزيز المستوطنات، وقال: ""إن منطقة الضفة تشهد موجة من عمليات بدأت خلال عملية حارس الأسوار واستمرت لأكثر من عامين، ويتم توجيه هذه الموجة مباشرة من قبل إيران وحزب الله، الذي يقوم بإدخال الأسلحة والمعدات العسكرية والميزانيات لتجنيد العناصر، لذلك يجب على المنظومة الأمنية الإسرائيلية أن تستوعب وتتصرف وفق خصائص هذه الموجة وتكيّف مسار العمل المطلوب للتعامل معها بشكل سريع، مما ينقذ حياة البشر ويعيد الأمن والشعور بالأمان للمستوطنين، لقد ناقشت الأمر أمس مطولا مع رئيس الوزراء وأوضحت له أن هذا لا يمكن أن يستمر، لدي انطباع بأنه يتفهم ويوافق على التغيير المطلوب في الموقف، لقد اتفقنا على مواصلة مناقشة الأمر بعمق اليوم وفي الأيام المقبلة، وآمل أن نتمكن مع وزير الدفاع من قيادة التغيير السياسي المطلوب - لن يهدأ لنا بال حتى نستعيد بعون الله، الأمن والسلام لجميع مواطني إسرائيل، إذا لم نتحرك الآن، فسندفع ثمنا باهظا في المستقبل"""
4295000657,"6 October 2023, 14:36:26","رئيس مجلس مستوطنات شمال الضفة يوسي داغان:
""أدعو رئيس الوزراء ووزراء الحكومة إلى إعطاء الجيش الإسرائيلي التوجيه لتحقيق النصر، ووقف الإهمال الأمني، نحن لسنا مستعدين لأن نكون أرقامًا في إحصائيات ضحايا العمليات، يجب على الحكومة أن تأمر الجيش الإسرائيلي بشن عملية واسعة ومكثفة يوميا كما حدث في فترة ما بعد السور الواقي من أجل القضاء على الإرهاب""."
4295000658,"6 October 2023, 14:42:56","عضو الكنيست تسفي سوكوت:
""بعد عقود من أوسلو التي جلبت لنا المزيد والمزيد من التصعيد الأمني والضحايا، أصبحنا مضطرين إلى تغيير الديسك، نحن ملتزمون بتغيير مفهوم للأمن هذا، نحن ملتزمون بالحفاظ على سلامة سكان مستوطنات الضفة بتصميم كبير وبخطوات واضحة لا لبس فيها تؤدي إلى عودة الردع وزيادة السيطرة"""
4295000659,"6 October 2023, 15:00:25","تحول قطف الزيتون في غزة إلى لوحة تراثية 
تشارك بها كل العائلة
مبادرة قطف الزيتون في غزة تسلط الضوء على موسم الذهب الأخضر في القطاع.

https://www.instagram.com/reel/CyDMaHWtbmc/?igshid=MzRlODBiNWFlZA=="
4295000660,"6 October 2023, 15:11:08","موقع القناة 7:
أشار وزير الأمن القومي إيتمار بن غفير اليوم إلى إغلاق محور حوارة عقب جنازة فلسطيني عشية عيد فرحة التوراة، وقال: ""من غير الممكن أن يتم إغلاق محور مركزي في شمال الضفة، قلب بلادنا، أمام حركة اليهود لساعات طويلة عشية العيد، بسبب جنازة مخرب حاول قتل أم وأبنائها أمس، إنني أدعو وزير الدفاع إلى العودة إلى رشده فوراً ووقف الانفلات الأمني ​​الذي يحدث الآن في حوارة، حكم حوارة كحكم تل أبيب""."
4295000661,"6 October 2023, 22:23:43","أرشيف المقاومة.. من الثورة إلى الانتفاضة

في هذه الحلقة من #جسر_بودكاست ، يستضيف خير الدين الجابري، الباحث والمؤرخ الفلسطيني د. بلال شلش، في حوار ثري تروى فيه حكايا خُبِّئت طويلاً في صدور الرجال أو قبضة الاحتلال، حلقة نقدم فيها سردية جديدة لمعارك النكبة وحصاراتها ومسيرة 100 عام من النضال الفلسطيني.

بإمكانكم الاستماع عبر الروابط لحسابات سما القدس على منصات البودكاست.

يوتيوب:
https://youtu.be/Q1Z0TcN07QA

ساوندكلاود:
https://on.soundcloud.com/tpVFU

أبل بودكاست:
https://rb.gy/l75j2

قوقل بودكاست:
https://rb.gy/2fvch

سبوتفاي:
https://rb.gy/n8rss"
4295000662,"6 October 2023, 22:33:40","القناة 12 العبرية:
هاكرز إيرانيون ينشرون صورا خاصة على شبكات التواصل الاجتماعي لرئيس الوزراء السابق إيهود باراك، منذ أن كان وزيرا للدفاع، وصورة لوزير الدفاع السابق بيني غانتس وهو يتشمس بملابس السباحة، ويظهر باراك في الصور وهو يحمل كأسا من النبيذ في حوض استحمام ودورات مياه وفي مواقع سياحية مختلفة."
4295000663,"7 October 2023, 06:29:41",#عاجل صفارات الإنذار تدوي في غلاف غزة
4295000664,"7 October 2023, 06:31:54",#عاجل صفارات الإتذار تدوي في أور هنير وكريات غات وكرمي جات ومتفاحيم نير عام وسديروت و‘يفيم، والعين  الثالثة شلومإيرزسوفهناحل عوزكيسوفيمنيريمنير عوزعلوميممفلسيمنتيف هعسراه.
4295000665,"7 October 2023, 06:32:49",#عاجل صفارات الإنذار تدوي في عسقلان
4295000666,"7 October 2023, 06:33:30",#عاجل صفارات الإنذار تدوي في أسدود
4295000667,"7 October 2023, 06:34:36",#عاجل صفارات الإنذار تدوي في بئر السبع
4295000668,"7 October 2023, 06:38:27",صفارات الإنذار تدوي في مفلسيم وكلية سفير ومبطاحيم وعميعوز
4295000669,"7 October 2023, 06:39:22",#عاااجل صفارات الإنذار تدوي في تل أبيب
4295000670,"7 October 2023, 06:40:54",#عاااجل صفارات الإنذار تدوي في رحوفوت وريشون لتسيون
4295000671,"7 October 2023, 06:43:29",#عاااجل صفارات الإنذار تدوي في قاعدة بالماخيم الجوية جنوب تل ابيب
4295000672,"7 October 2023, 06:44:45","المتحدث باسم الجيش الإسرائيلي:
تفعيل إنذارات متتالية في منطقة الوسطى وتل أبيب الكبرى. يتبع"
4295000673,"7 October 2023, 06:47:07",#عاااجل صفارات الإنذار تدوي في كفار مناحيم
4295000674,"7 October 2023, 06:48:22",#عاااجل صفارات الإنذار تدوي في 160 منطقة من الجنوب حتى تل أبيب
4295000675,"7 October 2023, 06:53:11","#عاجل القناة 14 العبرية:
أنباء عن سقوط صواريخ في تل أبيب وعسقلان مع احتمال وجود مصابين."
4295000676,"7 October 2023, 06:55:49","موقع والا العبري:
وابل من الصواريخ يمتد من النقب الغربي إلى غوش دان منذ نصف ساعة تقريباً!!!"
4295000677,"7 October 2023, 06:57:40","#عاجل القناة 12 العبرية:
تل أبيب تتعرض لصواريخ ثقيلة وبعيدة المدى من غزة
https://t.me/mumenjmmeqdad"
4295000678,"7 October 2023, 06:59:59","#عاجل حدشوت حموت:
رشقات صاروخية من غزة تضرب مبان في الجنوب وتل أبيب"
4295000679,"7 October 2023, 07:01:23","#عاجل القناة 14 العبرية:
مصاب بجروح متوسطة نتيجة سقوط صاروخ في يفنه."
