ID,Date,Text
4294969941,"12 October 2023, 13:44:24","عزاؤنا فيما يجري اليوم في غزة:

١- إيمان أهلها وثباتهم واحتسابهم: (فما وهنوا لما أصابهم في سبيل الله وما ضعفوا وما استكانوا)
٢- أن الله سيطفئ نار المعتدين: (كلما أوقدوا ناراً للحرب أطفأها الله)
٣- تكالب الأعداء؛ فهو سبب خير وإن كان شراً في الظاهر: (ولما رأى المؤمنون الأحزاب قالوا هذا ما وعدنا الله ورسوله وصدق الله ورسوله وما زادهم إلا إيماناً وتسليما)
٤-  أن الآلام مقابل الآلام أيضا: (إن تكونوا تألمون فإنهم يألمون كما تألمون)
٥- أن أبواب الجنان مفتوحة: (ويتخذ منكم شهداء)
٦- أن الأيام دول: (وتلك الأيام نداولها بين الناس)
٧- أن زيادة شر المعتدين مبشرة بقرب استحقاقهم للعذاب والخزي في الدنيا: (الذين طغوا في البلاد . فأكثروا فيها الفساد . فصب عليهم ربك سوط عذاب . إن ربك لبالمرصاد) 
٨- أن العاقبة لنا، كما في الحديث الصحيح عن النبي ﷺ في أنهم سيختبئون وراء الشجر والحجر؛ فالحاصل الآن جولة، والنهايات محسومة ولو طال زمنها.

والله غالب على أمره..


 #كلنا_مع_غزة"
4294969942,"13 October 2023, 00:47:16","البعض يسيء لقضية غزة -دون أن يشعر- بدافع الغيرة والغضب، وذلك باستحقار المشاركات الإعلامية والمعنوية والمالية والقنوت والدعاء ونحو ذلك مما لا يستطيع أغلب الناس غيره، وذلك بالدعوة إلى حلول جذرية ليست بأيدي عامة الناس الذين يريدون نصرة إخوانهم بإمكاناتهم البسيطة، فيزداد الإحباط؛ لأنهم لا يستطيعون تقديم هذه الحلول الجذرية، ويتألمون غاية الألم لمصاب إخوانهم، وفي نفس الوقت يتمّ نسف جهودهم التي يبذلون فيها وسعهم.
وفي الحقيقة فإن هذه الجهود التي يستخفّ بها البعض مؤثرة جداً في هذا الحدث، ولها قيمتها، ويعتني بها العدوّ بصورة بالغة جداً ويحشد لها الكثير، مع كونه يمتلك الآلة العسكرية الضخمة.
والخلاصة: لا تحتقر أي شيء بإمكانك تقديمه، فالميدان واسع، وقد دعا النبي ﷺ أصحابه إلى التصدق ولو بشقّ تمرة حين رأى احتياج القوم الذين أتوه في غاية الفاقة والفقر.


 #كلنا_مع_غزة"
4294969945,"13 October 2023, 22:00:19","تفسير قوله سبحانه: (وإن عدتم عدنا) وبيان سنّة الله تعالى في بني إسرائيل إذا أفسدوا في الأرض:

https://youtu.be/aQ-DotTNbL4?feature=shared

ملاحظة: الفيديو الكامل للدرس (٤) من السنن الإلهية سيُنشَر غداً السبت بإذن الله."
4294969946,"14 October 2023, 01:09:24","كَتَبَ أحدهم سائلاً:

والله يا أحمد ما أكذب عليك
‏حين أرى مقاطع الأطفال المقطّعين والميتين بفلسطين ويأتي في بالي الآيات والأحاديث أن الله يستجيب دعوة الداعي المظلوم المكروب وإن كان كافرا، فما بالك بمسلم مؤمن وطفل؟؟
‏يأتيني وسواس ويقول .. أين الله عز وجل؟ وأين حمايته ونصره؟

والجواب:

دفعا لمثل هذه الوساوس أقول:
١- الله سبحانه كما بيّن لنا أنه يجيب الدعاء فقد بيّن أنه يقدّر البلاء، وبيّن لنا أنه لا دخول إلى الجنة دون هذا الابتلاء: (أم حسبتم أن تدخلوا الجنة ولما يأتكم مثل الذين خلوا من قبلكم مستهم البأساء والضراء وزلزلوا) فلا تأخذ بالخبر الأول وتترك الثاني.
٢- الله سبحانه قصّ علينا في كتابه قصصا مشابهة لما يحدث في غزة، بل أفظع منها؛ فقال عن فرعون: (يذبّح أبناءهم ويستحيي نساءهم)
ثم بيّن لنا أنه نصر هؤلاء المستضعفين بعد زمن فقال: (وأورثنا القوم الذين كانوا يُستضعفون مشارق الأرض ومغاربها) وبيّن أنه نصرهم بسبب الصبر: (وتمّت كلمة ربك الحسنى على بني إسرائيل بما صبروا) فالقصة لا تكتمل إلا في نهايتها وليس من البداية.
٣- أن الله سبحانه بيّن لنا أن من سنّته: إمهال الظالمين مدة ثم يأخذهم: (إنّما نُملي لهم ليزدادوا إثما) وقال ﷺ: (إن الله ليملي للظالم) فالصورة لها جانبان: جانب متعلق بالمظلوم، وجانب متعلق بالظالم، ولا يكتمل المشهد إلا برؤية الجانبين، فعادة الله الدائمة: عدم معاجلة المجرمين بل تركهم واستدراجهم ثم أخْذهم.
٤- أنّ معيّة الله للمؤمنين لا تتمثل في النصر فقط، بل تتمثل كذلك في تثبيت القلوب وإنزال السكينة: (إذ يوحي ربك إلى الملائكة أني معكم فثبتوا الذين آمنوا). وهذا ما نشاهده بأعيننا في أهل غزة وغيرهم من المؤمنين الذين يصبرون على الأهوال التي لا يحتملها البشر، بينما ينهار غير المؤمن بأقل من ذلك بكثير.
٥- أنّ الله أخبرنا عن الجزاء الأخروي كثيرا في كتابه، وأن هذه الدنيا متاع الغرور، وأنها فانية، وأنه سيضع الموازين القسط ليوم القيامة فلا تظلم نفس شيئا، وأخبرنا عن النار والعذاب والنكال للمجرمين، وحينذاك تستوفى كل الحقوق، ومن ينظر بعين واحدة إلى الدنيا فلن يفهم.
٦- أنه ومع ذلك كله فإنه لا شك ولا ريب في أن العاقبة (في الدنيا) للمتقين إذا قاموا بدينه ونصروه، وأن الله سينصر جنده وينجيهم كما فعل مع نوح وإبراهيم وصالح وهود ولوط وموسى وعيسى ومحمد عليهم صلوات الله أجميعن، وليس ذلك خاصا بهم بل هو وعد مستمر وسنة ثابتة، بعد التمحيص، والبلاء: (حتى إذا استيئس الرسل وظنوا أنهم قد كذبوا جاءهم نصرنا)
ونحن إذا قمنا بما يحب الله وبذلنا ما علينا فلا يمكن أن يخلف الله وعده.

- وبعد ذلك كله؛ فهناك تفصيل أكثر وكلام أهم لا يتسع له هذا المقام، ولكني فصّلت فيه كثيرا في سلسلة (السنن الإلهية) وتحدثت بشكل واضح: متى يهلك الله الظالمين المجرمين؟
فراجعها إن شئت هنا:

‏ https://youtube.com/playlist?list=PLZmiPrHYOIsRSGGYob9VQegTJV5R37YX2&feature=shared"
4294969947,"14 October 2023, 13:06:42","الحلقة الرابعة من سلسلة السنن الإلهية: وفيها بيان الحِكَم والمقاصد من سنة إهلاك الظالمين وأخْذ المجرمين:

https://youtu.be/AY7YfPEYwQM?feature=shared"
4294969948,"14 October 2023, 14:20:25","هؤلاء المحتلّون جبناء، قد بيّن الله لنا جبنهم فقال: (لا يقاتلونكم جميعا إلا في قرى محصنة أو من وراء جدر) وقال عنهم: (ولتجدنهم أحرص الناس على حياة).
ولأجل ذلك؛ وبدلاً من أن يواجهوا من نكّل بهم وأذلّهم ودنّس كرامتهم كما يواجه الأبطال الأبطال، صبّوا نيرانهم على رؤوس المدنيين من وراء مسافات وأدوات، فقتلوا الأطفال ودمروا المساكن وقطعوا المياه والكهرباء؛ فازدادت أسباب غضب الربّ عليهم وأسباب عقابهم، وازداد المسلمون عليهم حنقاً وغضباً وسقطت أقنعتهم أمام المخدوعين بهم.
وستبقى صفة الجُبن فيهم إلى ذلك اليوم الموعود الذي سيختبؤون فيه وراء الشجر والحجر، كما أخبر بذلك نبينا محمد ﷺ في الحديث الصحيح والوعد الصادق.

 #كلنا_مع_غزة"
4294969950,"15 October 2023, 00:22:26","مع شدة المصائب التي تعرض لها الأنبياء في سبيل الله، لكنهم وأتباعهم ما وهنوا وما ضعفوا وما استكانوا.
فإذا اعتبر المؤمن نفسه امتداداً لِرَكْب النور هذا؛ فهو أيضاً لن يهن ولن يضعف ولن يستكين، وهذا من أسرار لثبات، أن يُدرك المؤمن أنه حلقة من سلسلة طويلة فيها الأنبياء والصديقون والشهداء.

 #كلنا_مع_غزة  
‏"
4294969951,"15 October 2023, 21:13:13","كيف يتحقق الأمان النفسي في ظروف الحرب كما في غزة اليوم؟

هناك معنى عجيب وعظيم بيّنه الله في القرآن في شأن يوم أُحُد، وخلاصتُه أنه إذا:
١- ظننت بالله السوء.
٢-  وأهمّتك نفسُك وفكرت في مصيرك الشخصي فقط.
 فلن يُمدّك الله بالأمان النفسي.
بينما إذا كنتَ:
١-  محسناً الظنّ بالله وموقناً بوعده.
٢- وهمك إعلاء كلمته، ونصرة دينه، ومصلحة عباده. 
= فإنه يثيبك بالأمن النفسي.

وذلك في قوله سبحانه:
﴿ثم أنزل عليكم من بعد الغم أمنة نعاسا يغشى طائفة منكم وطائفة قد أهمتهم أنفسهم يظنون بالله غير الحق ظن الجاهلية﴾

قال الشيخ ابن سعدي: (وهذه الطائفة التي أنعم الله عليها بالنعاس هم المؤمنون الذين ليس لهم همٌّ إلا إقامة دين الله، ورضا الله ورسوله، ومصلحة إخوانهم المسلمين. 
وأما الطائفة الأخرى الذين ﴿قد أهمتهم أنفسهم﴾ فليس لهم همٌّ في غيرها، لنفاقهم أو ضعف إيمانهم، فلهذا لم يصبهم من النعاس ما أصاب غيرهم).
لأنهم ظنوا بالله غير الحق ظنّ الجاهلية؛ وذلك أنهم (اعتقدوا أن المشركين لما ظهروا تلك الساعة أنها الفيصلة، وأن الإسلام قد باد وأهله، هذا شأن أهل الريب والشك إذا حصل أمر من الأمور الفظيعة، تحصل لهم هذه الظنون الشنيعة.) كما قال ابن كثير.

فلا تظنّوا بالله إلا خيراً.. وأبشروا."
4294969952,"16 October 2023, 07:49:32","من أعظم ما نحتاجه باعتبارنا أمّة مسلمة: أن يكون للوحي حضور حقيقي في حياتنا، في الرخاء والشدة، والسعة والضيق، وأن تكون أنواره مضيئة لطريقنا حقاً، على مراد الله الذي أنزله.
فمِن أنوار الوحي نعرف قيمة الابتلاء، والحكمة منه، وكيف نصبر عليه، ونتعامل معه، سواء أكان ابتلاء خاصاً، أم عاماً -كما يجري في غزة اليوم-،
ومن أنوار الوحي نعرف مكمن دائنا وسرّ دوائنا،
ومن أنوار الوحي نعيد ترتيب غاياتنا وتصوراتنا وأولوياتنا،
ومن أنوار الوحي نعرف طريق الفوز الشخصي الموصل إلى الجنة، ونعرف طريق العزّ والفلاح على المستوى العام للأمة كذلك.
ومن أنوار الوحي نعرف سبيل المجرمين، ومسالك الظالمين، ونعرف صفات المفلحين وطريق المنيبين.
ومن أنوار الوحي نعرف هدي أحكم البشر وأفضلهم وأزكاهم طريقة وهم الأنبياء، إلى ماذا دعوا، وكيف عملوا، وما الذي واجهوه من الشدائد والأهوال في سبيل الله وكيف صبروا.
ومن يجرب العيش مع أنوار الوحي مستهدياً به حقاً، خاضعا منقادا منخلعاً عن زبالات الثقافات المنحرفة متطلّباً البصيرة والنور فإنه يكون في سعادة ورضا وسكينة وطمأنينة يصعب وصفها لمن لم يجربها."
4294969953,"16 October 2023, 08:17:02","من أهم السور التي نستهدي بها ونقتبس من أنوارها في محنة غزّة ونحوها من المحن:
سورة آل عمران من آية {١٢١} إلى آية {١٧٩} وقد سبق أن وقفت مع هذه الآيات وقفات تدبرية للتأمل في حِكَم البلاء والمصائب التي يقدرها الله على أهل الحق، وكيف كان الله سبحانه يبني نفوسهم ويعالجها ويصلحها بهذه الآيات.
وذلك عبر هذا الرابط: {أول ٦ مقاطع}

‏ https://youtube.com/playlist?list=PLZmiPrHYOIsSZ5L2h5SNy0g1ft2Skg30E&feature=shared

 (علما بأن الرابط يحوي كذلك وقفات مع سورة الأنفال وهي من السور المهمة في هذه المحنة كذلك):"
4294969954,"16 October 2023, 13:51:15
Original: 16 October 2023, 08:38:51","The most important chapters we turn to and draw inspiration from in times of hardship, such as the Gaza crisis and similar challenges, are verses 121 to 179 of Surah Al Imran. I have previously delved into these verses, reflecting on the wisdom behind trials and tribulations that Allah decrees for the people of truth. It explores how Allah, in His wisdom, shapes and mends their souls through these verses. You can find more about this through the following link.

https://youtube.com/playlist?list=PLibph3lPQfTnc_kIxzxe_3dOfwb3WkdQt&si=vgmY9oXUafHuStQz

Sheihk Ahmad Alsayed "
4294969955,"16 October 2023, 14:28:12","منع دخول المساعدات الإنسانية لغزة جريمة لا تقلّ عن جريمة قصف البيوت وقتل الأطفال، وستظلّ محفورة في ذاكرة الأمة لا تُنسى في سجل جرائم المحتلين.
‏ ويجب على كل المنظمات والهيئات القادرة على التأثير في ⁧ إدخال المساعدات لغزة⁩ السعي في ذلك.

حبذا مشاركة الكل على هذا الهاشتاق بتويتر:
#إدخال_المساعدات_لغزة

https://x.com/ahmadyualsayed/status/1713876461017309668?s=46&t=-sP4fzKvADxdNm5M615iYg"
4294969956,"16 October 2023, 15:49:33","الابتلاء بالجوع بسبب حصار الأعداء حصل لخير البشر محمد ﷺ يوم الأحزاب، فربط على بطنه الحجر من الجوع.
وكان ما حصل له ﷺ مصداقاً لقوله سبحانه: ﴿ولنبلونكم بشيء من الخوف والجوع ونقص من الأموال والأنفس والثمرات وبشر الصابرين﴾
وإن مما يعين إخواننا في غزة على الصبر تذكر حاله ﷺ، فهو أسوتنا في الشدة والرخاء، في السراء والضراء.
ومن يتأمل في الوحي مستهدياً بأنواره يجد الهدى في سائر طريقه وبلائه.

 #كلنا_مع_غزة 

وأما الخاذلون لأهلنا في غزة وهم قادرون فيوشك أن يخذلهم الله خذلانا عظيما."
4294969957,"17 October 2023, 21:21:10","نعم؛ لا تزال تتجلى لنا حقائق القرآن في حرب غزة، ومنها:

١- وصْف الله سبحانه لهؤلاء القوم المحتلين بأنهم أشد الناس عداوة للذين آمنوا. وها نحن نرى حقدهم وغلهم وعداوتهم الشديدة التي لا تتساوى مع معطيات الحرب العادية.

٢- قوله تعالى عن هؤلاء القوم المحتلين: (لا يقاتلونكم جميعاً إلا في قرىً محصنة أو من وراء جدر) وها هم يثبتون للعالم كله جبنهم، فلا يواجهون من نكّل بهم بل يصبون نيرانهم على المدنيين من بُعد، ومن وراء جدر. 

٣- ابتلاء المؤمنين واشتداد الكربات عليهم، وذلك في قوله:  ﴿أم حسبتم أن تدخلوا الجنة ولما يأتكم مثل الذين خلوا من قبلكم مستهم البأساء والضراء وزلزلوا حتى يقول الرسول والذين آمنوا معه متى نصر الله ألا إن نصر الله قريب﴾ 
وهذا هو الوعد الذي استحضره المؤمنون يوم الأحزاب حين رأوا تكالب الأعداء فقالوا: (هذا ما وعدنا الله ورسوله)

٤- أن الله مع المؤمنين بتثبيت القلوب والربط عليها، كما في قوله: (والله مع الصابرين) 
وذلك كما شاهدنا كثيرا من أهل غزة صابرين محتسبين ثابتين على الرغم من شدة الكربات والأهوال التي تزيل الجبال.

٥- قوله سبحانه: (كم من فئة قليلة غلبت فئة كثيرة بإذن الله) وقد رأينا ذلك بأم أعيننا أول الأيام.

٦- ظهور المنافقين الدائم في أوقات الأزمات، ليلوموا المسلمين، ويرجفوا ويخذّلوا، كما بيّن الله ذلك في سورة آل عمران والأحزاب والفتح، وقد ظهر في هذه الحرب أنواع من الإرجاف والتخذيل.

٧- تمييز الخبيث من الطيب؛ كما قال سبحانه بعد آيات معركة أُحُد: ﴿ما كان الله ليذر المؤمنين على ما أنتم عليه حتى يميز الخبيث من الطيب﴾ وهذه الأحداث اليوم حصل فيها قدر من التمييز بين الطيبين الذين بذلوا وصدقوا وثبتوا ووقفوا مع إخوانهم بكل ما يستطيعون، وبين الخبيثين الذين سارعوا إلى أعداء الإسلام أو وقفوا معهم ولو بالكلمة وخذلوا أهل غزة وهم قادرون.
وقد يزداد هذا التمييز مع الأيام.

٨- قوله سبحانه عن هؤلاء القوم المحتلين وعن القوم الذين أعانوهم في هذه الحرب: ﴿بعضهم أولياء بعض﴾ وها نحن نرى ولايتهم لبعضهم وتداعيهم وتناصرهم، كما قال البقاعي: (وهم جميعا متفقون -بجامع الكفر؛ وإن اختلفوا في الدين- على عداوتكم يا أهل هذا الدين الحنيفي)

٩- قوله سبحانه: (إن تكونوا تألمون فإنهم يألمون كما تألمون) وهذا رآه الجميع على وجوههم وتصريحاتهم، وهذا لا يكون إلا في حال وجود التدافع بين الحق والباطل.

١٠- قوله سبحانه: ﴿يثبت الله الذين آمنوا بالقول الثابت في الحياة الدنيا وفي الآخرة﴾ وقد نزلت في الثبات عند سؤال الملكين في القبر، ولعله يدخل فيه: الثبات عند الموت بنطق الشهادتين حال الفجاءة والشدة ونيران الأعداء، كما رأينا ذلك في هذه الأحداث.


تلك عشرة كاملة.. ومع الأيام قد تستبين مزيد من الحقائق.

 #كلنا_مع_غزة 
 #ألم_وأمل"
4294969958,"17 October 2023, 23:30:05","إلى إخواني في غزة وجميع المكلومين بسبب مجزرة مستشفى المعمداني:

https://twitter.com/AhmadyuAlsayed/status/1714374623339364581?t=NuciN_B_rNzix8bmxJYvAw&s=19"
4294969959,"18 October 2023, 00:13:22","إلى أهلنا في غزة وجميع المفجوعين بالمجزرة:

الكلمة يوتيوب"
4294969961,"18 October 2023, 09:04:10",كتاب بوصلة المصلح صفحة ٦٦
4294969962,"18 October 2023, 14:40:03",نعم؛ لا تزال تتجلى لنا حقائق القرآن في حرب غزة، ومنها: ١- وصْف الله سبحانه لهؤلاء القوم المحتلين بأ...
