ID,Date,Text
4294967314,"15 November 2023, 19:44:59","مروان الفاعوري – الأمين العام لمنتدى الوسطية
عدنان الروسان – كاتب وناشط سياسي
عميد متقاعد زهدي جانبك – مدير الأمن الوقائي الأسبق
د. ناصــــر النواصـــرة – نائب نقيب المعلمين 
العميد الركن المتقاعد هاني العموش
د. موسى بريزات – المدير الأسبق للمركز الوطني لحقوق الإنسان
د. م . عمر طحيطح الخالدي – أكاديمي 
م. زيد حاكم الفايز - سياسي
غالب أبو قديـــــس – عضو مجلس نقابة المعلمين
كفـــــــــاح أبو فرحـــــان - عضو مجلس نقابة المعلمين
لواء متقاعد د. محمد كريم الشوبكي – استشاري قلب ومدير مدينة الحسين الطبية سابقا.
د. عصام السعدي - كاتب ومؤرخ
العقيد المتقاعد محمد حماد الشخاترة 
أ. لؤي جمال محمد عبيدات – قاض متقاعد وناشط سياسي وحقوقي
د. حسن البراري العجارمة – أكاديمي وكاتب
أحمد محمود سالم عناب - نائب سابق
د. عيدة مطلق قناة – أكاديمية وسياسية
علي الفقراني الطراونة – ناشط سياسي
نايف الليمون – نائب سابق
د. حكمت القطاونة – أستاذ جامعي
نصار رجا الصرايرة
تامر شاهر بينو - نائب سابق
د. أحمد فاخر – طبيب وناشط سياسي
 الدكتور المهندس صالح الغزاوي
راكان سلمان العساف - رجل أعمال
عقيد متقاعد خالد المجالي – إعلامي وناشط سياسي
العميد المتقاعد منير الحنيطي
م. أحمد الفلاحات - رئيس فرع نقابة المهندسين مادبا
الأستاذ غازي إبراهيم الناعوري – تربوي متقاعد
د.مالك عمايرة – أستاذ جامعي
باسل العكور – كاتب وإعلامي 
الشيخ محمد خلف الحديد 
العقيد سالم العيفة 
العميد المتقاعد الدكتور علي فهيم الحباشنة
د. عمر العسوفي – ناشط سياسي
غالب أبو سماقة المشاقبة – نائب نقيب المعلمين الأسبق
ماجد زيد شناق – ناشط سياسي وكاتب
عبد الله محمد المجالي
عقيد متقاعد محمد مفلح الأزايدة
أ. جمال جيت – محام وناشط حقوقي وسياسي
أ. هالة عاهد – محامية وناشطة حقوقية وسياسية
محمد علاء هاني الحياري
ذيب عبد الله
زهير عمر الصادق – خبير طاقة ومعادن
إبراهيم الجرابعة – ناشط سياسي
أيمن ناصر أمين صندوقة – تربوي وناشط سياسي
د. طارق نايف أبو رجب التميمي – استشاري عظام ومفاصل
أ. عبد القادر الخطيب - ناشط حقوقي
عميد جمارك متقاعد ماهر صلاح المعايطة
زكي بني ارشيد
أمين الجعافرة 
د. هاني العزب 
م. ياسين الدروبي 
اللواء المتقاعد محمد العتوم 
د. المحامي يوسف الحامد
 أ. علاء الحياري / ناشط حقوقي وسياسي 
 أ. مأمون الحراسيس / ناشط حقوقي وسياسي
منصور سيف الدين مراد – نائب سابق 
 أ. بشر الخطيب / ناشط حقوقي وسياسي
د. أنمار محمد ابراهيم أبو عبيد - أكاديمي 
أ. ناصر أمين صندوقة / تربوي متقاعد 
د. بثينة الزواهرة/ أكاديمية وباحثة في العلاقات الدولية
د. م. يوسف محمد أبو راس - مهندس خبير طيران 
 م. معتز الحمارشة – مهندس صيانة طائرات
جميل عوض يوسف الشبول – كاتب
د. أنيس خصاونة – أكاديمي وكاتب
أ. علي البريزات - محام وناشط سياسي وحراكي
كاظم عايش
عريب الرنتاوي كاتب ومحلل سياسي رئيس مركز القدس للدراسات
د. هايل السواعير – سياسي 
د. جمال العريني – أكاديمي وسياسي
د. محمد حسان الذنيبات – طبيب أخصائي وسياسي
عقيد متقاعد سليمان الغويري – ناشط سياسي
د. رلى غالب سليمان عبد الهادي – تربوية وناشطة سياسية
عيسى مصطفى ملو العين – إعلامي وناشط سياسي
أ. غيث المعاني – محام، الناطق الإعلامي -حزب الشراكة والإنقاذ 
د. خالد حسنين – سياسي ومدرب إداري 
أ. أحمد الشخيبي محام وناشط سياسي وحقوقي
م. ماهر محمود علاوي 
 د. إبراهيم تفاحة - طبيب
 أ. خالد زهدي مصطفى محام وناشط سياسي
د. م. إسحق صندوقة 
فراس الطواهية العبادي / ناشط سياسي 
مدين صالح فارس الحمارشة - ر. ديوان عشيرة الحمارشة 
السيد حسن عبد الحليم عبد الرحيم / مدير مؤسسة تدريب واستشارات 
السيد عبد السلام عرمان أبو جود 
السيد حسن محمد عويسات العموش - ناشط سياسي 
م. عمر محمد الدرة -ناشط سياسي 
الحاج مصطفى علي ملو العين
الدكتور صالح طه العجلوني 
عبد الله محمد عليان / ناشط دعوي 
أ. محمد محمود ربابعة – محام وناشط حقوقي وسياسي 
د. سهام بني مصطفى – محامية وناشطة
نهى الفاعوري - ناشطة سياسية 
م. واصف عبيد المعالية العبادي 
د. عبادة العلي – طبيب وناشط شبابي
د. صالح طه العجلوني – أستاذ جامعي
جميل مخلد الحجاج / ناشط حراكي 
عبد الرحمن سهيل الشديفات/ ناشط سياسي 
م. صايل المعالية العبادي / ناشط سياسي.
د. يحيى القضاة – متخصص في الدراسات المستقبلية
سعد العلاوين – ناشط حراكي 
أ. علي عبيسات – محام وناشط حقوقي وسياسي 
م. سليمان ضافي الجمعاني – رئيس النقابات العمالية المستقلة
حسني هاني حسني خرفان 
مازن الخليلي صندوقة 
سلمان نمر سلمان العساف 
أحمد محمد صالح الجهامنة - ناشط سياسي 
أ. مصطفى أحمد زيدان / تربوي متقاعد 
أحمد نصار أبو عمر 
عبد الله محمد صلاح 
أ. معاوية الشواورة -معلم متقاعد 
أ. إنشراح ناصر صندوقة/ معلمة 
الرائد المتقاعد محمد الدروبي العجارمة
أحمد ابراهيم العياصرة
أحمد البرشات الزيود
أحمد الدباس
حمد القرالة"
4294967315,"15 November 2023, 19:44:59","أحمد حجازي
أحمد عايش
أحمد قدورة
أحمد محمد صالح الجهامنة
أحمد نصار أبوعمر
أدهم محمد بني نصر
أسامة عقلة فارس
أ. أشرف الرواحنة - معلم
أمجد العجارمة – متقاعد أمن عام / شاعر وناشط سياسي
أمل العموش
أمين حمد القريشات
أنس أحمد شهاب
أنس خليل العياصرة
أيمن ملحم
م. إبراهيم الشديفات – ناشط شبابي
إبراهيم النجادات
إسماعيل حسن السواعير
باسل ذوقان العياصرة
باسم الروابدة
بسام العمايرة
بلال جمزاوي
أ. بلال سالم الفلاحات معلم 
بلال صبحي محمد عرباس
بهاء العرموطي
توفيق السعد العياصرة
جمال تحسين التميمي
جمال غنيمات -
جميل مخلد الحجاج – ناشط حراكي
أ. جهاد الشرع – معلم وناشط سياسي ونقابي
د. جورج حدادين خبير جيولوجي
حازم علاء الدين نماس
عقيد متقاعد حجازي بحري
د. حسان الصفدي – كاتب ومفكر
د. حسين حياصات – أستاذ جامعي
حسين ياسر شنابلة
حمود الفايز 
حيدر العوايدة
خالد الحباشنة
أ. خالد زهدي مصطفى محام وناشط اجتماعي وسياسي
خالد سالم السواعير
خالد محمود عناب
د. خليل أبو حشيش أستاذ جامعي
د. ذوقان عبيدات تربوي وأكاديمي
ذيب عبد الله
رائد الحجاج
د. رامي عياصرة
رانيا عثمان النمر – إعلامية 
رأفت أحمد القطاونة
د. ربحي حلوم - دبلوماسي
رسمي الجابري
رضا الفران
رمزي الغزو
زكي الطحلة
زهاء عبيدات
زياد المجالي
زيد سعيد العياصرة
سائد العظم
سالم العيفا
سامح عبدالكريم السواعير
سامر العوايدة
سامي الخوالدة
سامي شريم
سعود العجارمة
سلمان نمر سلمان العساف
سليمان السرياني
سليمان المليطي
سمية يوسف أبوراس
سمير حمدان
سهام بني مصطفى
شريف الشياب
شكري الخلايلة
صالح محمد خاضع
صالح نصير
صايل المعالية العبادي
صهيب الأسود
طارق طهبوب
طايل الفايز
ظاهر عمرو
عادل بداينة
عادل بني صخر
عاصم العمري
عاليه الشوبكي
عامر السطري
عامر عبدالرحمن السيد
عايد مفاضلة العياصرة
عباد سبيتان
عبد الرزاق بني هاني
عبد القادر الخطيب
عبد القادر الكفاوين
عقيد متقاعد عبد الكريم الغويري
د.عبد الله العساف – مؤرخ وناشط سياسي
عبد الله الغويري
عبد الله المجالي
عبدالسلام عرمان أبوجود
عبدالله عياصرة
عبدالله محمد صلاح
عثمان الصمادي
عدنان عزايزة
عصام صبح
أ. عقيل العجالين - محام
أ. علاء العرموطي – المدير السابق للمركز الوطني لحقوق الإنسان
علي أبو حميدان
علي حسين
عماد شحادة حسونة
عماد حماشا
عماد ملحم
عمار حسين التميمي
م. عمار محمد علاوي – مقاول وناشط اجتماعي وسياسي
م. عمر محمد الدرة – ناشط شبابي وسياسي
عمر الشوبكي
د. عمر العسوفي 
عمر إبراهيم القيسي
عواد عسود
عيسى الغزو
غدير حاكم الفايز 
فايز الدويري
فراس الطواهية العبادي
فرج أبو شمالة
ليث محمد بني مصطفى مصطفى
مازن الخليلي صندوقة
مالك ذوقان العياصرة
أ. مالك غالب أبو عرابي- محام وناشط سياسي وحراكي
مثنى خالد عناب
د. محمد الرجوب - تربوي 
أ. محمد الشخاترة - محام
محمد حامد
محمد محمود العياصرة
محمد محمود ربابعة
أ. محمد بني ملحم - معلم
محمد مصطفى ملوالعين
محمود الشوبكي
محمود القاموق
محمود خالد عناب
محمود عودة فياض
مدين صالح فارس الحمارشة
مروان الفاعوري
مصطفى أحمد زيدان
مصطفى علي ملوالعين
مصعب يوسف أبوراس
معاذ سالم
معاذ علي وحشة
معاوية الشواورة
معتز الحمارشة
معتصم القضاة
معن مقابلة
معين الشريف
مفلح الفلاحات
مقدام خلايلة
منذر حوارات 
منصور المعلا 
منصور مراد
موسى فوزات الصمادي
مؤنس السعدي
مؤيد الخطيب – داعية وناشط
محمد بني ملحم
محمد مرعي الشلبي
ميس برماوي
ناصر أمين صندوقة
ناهد الطويل
نايف الشواقفه
نضال العساف
نضام أحمد مصطفى أبوالرب
نهى الفاعوري
هاشم ابو حسان 
أ. هاني حسين صلاح النجار- معلم
هاني قدورة
هايل السواعير
هديل عدنان مرزا
هيثم نبيل العياصرة
أ. هيفاء محمود ذياب - تربوية
وائل راجي مفلح
وجيهة عبد الحق
أ. وسام جباعتة .. محام وناشط سياسي
أ. وليد بني سعيد
وليد محمد المخامرة
يوسف ثلجي العميشات
يوسف صوالحة
أشرف دروزة - معلم 
عالية الشوبكي 
ا عبد الرحمن صلاح خلف – معلم وناشط اجتماعي 
ا عبد العزيز خلف – معلم 
م. عمرو الصالحي – ناشط سياسي 
زهير محمد سمير صايمة
رضا ياسين – إعلامي 
د. يسار عوض شطناوي – أستاذة جامعية 
نقيب متقاعد غازي سعد العجارمة 
علاء القضاة - طبيب
عمر منصور – ناشط سياسي
#طوفان_الأردن"
4294967318,"16 November 2023, 01:25:05","يا أبناء شعبنا الأردني الكبير العازمين على المشاركة في الاعتـ.ـصام المفتوح نصـ.ـرة لإخوانكم في غـ.ـزة ... 

تاليا ترتيبات وتفاصيل هامة بخصوص الاعتـ.ـصام : 

- مكان الاعتـ.ـصام هو في الساحة الهاشمية بوسط البلد في عاصمتنا الحبيبة عمان ..

- يبدأ الاعتـ.ـصام تمام الساعة 4:15 مساء بتلاوة بيان المبادرة... وندعو لعدم التجمع قبل هذا الموعد وكذلك عدم التأخر في الوصول.

-  الحرص على ارتداء ما يقي البرد وما يحتاجه المشارك (كرسي خفيف وسجادة صلاة ودواء المريض) 

- توجد مرافق عامة قرب الموقع.

- الاعتصـ.ـام يرفع عنوانا واحدا هو الدعوة لوقف العـ.ـدوان على غـ.ـزة بجميع أشكاله، وشعارنا أنه لا يجوز أن نرتاح وأهلنا يقتـ.ـلون بهذه الوحشـ.ـية، بينما نحن قادرون على أن نوصل لهذا العالم الظالم رسالة قوية وضاغطة...

- كل منا يعرف واجبه، ويمكث في ساحة الاعتصـ.ـام أطول مدة ممكنة من كل يوم وليلة حتى وقف العـ.ـدوان ، والأفضل الاستمرار في الاعتصـ.ـام دون انقطاع.    - ساحة الاعتصام ستكون بإذن الله مكانا لفعاليات متنوعة في شكلها وبمبادرات إبداعية في ذات الاتجاه وهو نصرة غزة وفلسطين.. فلا تبخلوا بمبادراتكم..

-التكملة بالأسفل"
4294967319,"16 November 2023, 01:26:15","- الاعتصام سلمي ، ولا يقبل المنظمون أي سلوك فيه تجاوز للقانون خلال الاعتصام..

- مسؤولية النظام والنظافة في الساحة تقع علينا جميعا.

نسأل الله تعالى الرحمة لشهداء فلسطين...والشفاء للجرحى والمصابين .. واللطف بأطفالهم ونسائهم وشيوخهم.. والنصر المبين لمقا9متنا البطلة..
#طوفان_الأردن"
4294967320,"16 November 2023, 12:42:02","التظاهر لساعة ثم العودة إلى البيت لم يعد كافياً !

انتصر لدماء الشـ.ـهداء وشارك في الاعتـ.ـصام المفـ.ـتوح لوقف العـ.ـدوان على غـ.ـزة ..
الخميس ١٦-١١، الساعة الرابعة والربع عصراً في السـ.ـاحة الهاشمية في وسط البلد ..
لن نترك غـ.ـزة تواجه مصيرها وحدها ..
#طوفان_الأردن"
4294967323,"16 November 2023, 22:09:26","بيان صادر عن مُبادرة طوفان الأردن

منع الاعتصام تم بالقوة بعد إغلاق كامل لمنطقة وسط البلد ومحيطها

*هذه الإجراءات الأمنية تمنح الاحتلال كل مايريده من مساحة في الوقت لاستكمال القتل والتهجير في غزة بتغييب الموقف الشعبي الضاغط

*الحديث عن تطابق الموقفين الرسمي والشعبي بعدما جرى اليوم هو مجرد تخدير وبروبغاندا إعلامية لتريح الحكومة نفسها من تحمل مسؤولياتها تجاه العدوان
 
*مستمرون في مبادرتنا وسوف نعتصم ونصعد بالإضرابات في القطاعات المختلفة وصولا للإضراب العام

ياجماهير شعبنا الأرني الكريم...

       في ظل العجز عن ردع العدو الصهيوني الذي قصف المستشفى الأردني العسكري في غزة أمس وأصاب سبعة من رجال جيشنا حققت الدولة مساء اليوم الخميس انتصارًا كبيرًا على شعبها، فمنعته من تنفيذ فعالية سلمية ليست سوى اعتصام رفع مطلبا واحدا (أوقفوا العدوان على غزة )!!

       وفي حين يعتصم عشرات الآلاف في كثير من مدن العالم وقوفًا ضد الوحشية الفظيعة التي يمارسها الكيان الصهيوني نجد نحن الأردنيين -الأقرب إلى فلسطين- أنفسنا ممنوعين من ممارسة هذا الشكل البسيط من التعبير عن الرأي، ويتم هذا المنع بحشود كبيرة من قوات الأمن المختلفة نجدهم يغلقون علينا جميع الطرقات المؤدية إلى منطقة وسط البلد، ولديهم أوامر وتعليمات صارمة بعدم حصول إي تجمع يوصل رسالة مهما كلف الأمر.

     إن الشواهد قد تكاثرت على حقيقة الموقف الرسمي تجاه ما يجري وأنه بخلاف المعلن ، فتكرار منع الفعاليات الشعبية المختلفة والتضييق عليها بشكل أرهق رجال الأمن واستفز المواطنين الذين كانوا يتساءلون عن حقيقة الموقف الرسمي ، واليوم صاروا يجزمون أن الحكومة الأردنية إنما تقدم بهذه الإجراءات فرصة الوقت للكيان الصهيوني وأمريكا لاستمرار القتل والتهجير وتحقيق كامل أهدافهم في قطاع غزة الصابر المجاهد ( لاقدر الله) 

   وقد آن لنا أن نعلن رفضنا الكامل لأي حديث عن تطابق الموقفين الرسمي والشعبي أو حتى تقاربهما.

أيتها الحكومة الأردنية...

       لقد سمح لكم الاحتلال بإلقاء المساعدات على مستشفانا العسكري في قطاع غزة ثم ألقى عليه القنابل بعد أيام!! هذا، وهو مستمر بالقتل والتهجير بلا رادع حتى ارتقى اثنا عشر ألف شهيد وعشرات آلاف الجرحى والمشردين بلا مأوى ومئات آلاف العطشى والجوعى بلا ماء أو كهرباء وأنتم مازلتم تتمسكون باتفاقيات مع القتلة والمجرمين فُتحت لهم بموجبها أرضنا وسماؤنا،  ويشهد الله أن الشعب الأردني بريء من هذه الإتفاقيات وما جلبته علينا من الهوان والتبعية والعجز عن نصرة أنفسنا وإخواننا.

الشعب الأردني العظيم..

تحية لكل من شد رحاله اليوم قاصدا ساحة الاعتصام وتم منعه من الوصول إليها ، والحق معكم فلا تيأسوا من فعل ما يعبر عنكم ، وهاهي الحكومة تتخذ خطوة تستجيب فيها لقدر من ضغطكم المتواصل بإعلانها عدم توقيع الماء والطاقة مع العدو.

وفي ضوء استهتار السلطات بأهمية الجبهة الداخلية في هذا الظرف العصيب كما يتضح من خلال كل هذه القرارات التي تشق الصف وتشتت الكلمة فإننا ننظر إلى هذه الحكومة والعقلية الأمنية التي تحرك المشهد على هذا النحو كمصدر خطر على الأردن  وأمنه واستقراره ونقول أن الشعب الأردني الذي ازاح من قبل الحكومات الهزيلة الفاشلة لقادرة على إزاحة كل مسؤول عاجز أو غير منسجم مع الوطن وقضايا الأمة ودماء أبنائها... ومع ما فعلته منذ بدء العدوان على غزة حتى اليوم من الاستعلاء على مواطنيها فقد آن لهذه الحكومة إذن أن ترحل غير مأسوف عليها.

   ختاماً تؤكد المبادرة تصميمها على تصعيد الفعل الشعبي بالاعتصامات والاضرابات وصولا إلى الإضراب العام حتى وقف العدوان على أهلنا بكل أشكاله 

نسأل الله الرحمة لشهداء أمتنا والشفاء لجرحاها والنصر لمقاومتنا الباسلة.

     حمى الله الأردن من جهل الجاهلين وتآمر المفسدين وحفظ الله فلسطين وأهلها من كل سوء.

مبادرة طوفان الأردن لنصرة غزة 
عمان 16- 11 - 2023
#طوفان_الأردن
#أوقفوا_العدوان"
4294967324,"17 November 2023, 00:09:22","من مشاهد منع الاعتصام المفتوح اليوم من قبل الأجهزة الأمنية ..

مستمرُّون، وهذه خطوة وسيتبعُها خطوات، ولن نعجز عن ايجاد الأساليب والأفكار التي ننصر بها أهلنا في غزة ..
لن نترك غزة وحدها !

الصورة من صفحة الإعلامي رضا ياسين

#طوفان_الأردن"
4294967326,"17 November 2023, 08:57:08","سبعة أطباء جُرِحوا في القصف على المستشفى الميداني الأردني ..
سبعة أطباء من أطباء الخدمات الطبية الملكية التي تتبع قواتنا المسلحة وجيشنا العربيّ ..
لو حدث هذا لأيّ دولةٍ أُخرى لاعتبرته إعلان حَرْب من قِبل العدوّ 
للأسف يمنعُنا زملاؤهم من الدفاع عنهم والتعبير عن غضبنا لما أصابهم وما أصاب جميع أهلنا في غزة ..
مستمرّون، ولن نكلّ ولن نملّ، حتى يتوقف العدوان عن غزة ..
قُلناها بالأمس، وسنبقى نقولها : لن نترك غزة تواجه مصيرها وحدها !
#طوفان_الأردن"
4294967329,"17 November 2023, 14:57:17",نعتذر، البث المباشر تمّ عن طريق الخطأ
4294967331,"9 December 2023, 21:53:12","‏قياماً بوجبنا تجاه أهلنا في غـ.ـزة العزّة الذين تُمارس ضدهم جرائـ.ـم إبادة شاملة، وتُجرّب ضدّهم مختلف أنواع الأسلـ.ـحة الجديدة والقديمة، وتلبيةً لنداء ⁧ #ابو_عبيدة⁩ الذي انتخى أبناء الشعب الأردنيّ الحُرّ ووصفهم بكابـ.ـوس الاحتـ.ـلال ..
‏شارك في الإضـ.ـراب الشـ.ـامل نُصرةً لدمـ.ـاء الأطفال ..
‏نُريد أن يعرف العالم كُلُّه أن إطلاق النار يجب أن يتوقّف فوراً !
‏⁧ #طوفان_الأردن⁩ 
‏⁧ #الاضراب_الشامل⁩"
4294967332,"9 December 2023, 21:53:46","‏أكثر من 17 ألف شهيد حتى هذه اللحظة !
‏أكثر من 7 آلاف مفقود تحت الأنقاض !
‏أكثر من 40 ألف جريح !
‏أكثر من 450 مليون عربي، وأكثر من ملياري مُسلم لا يستطيعون تغيير المُعادلة، ولا إدخال الدواء والغذاء ولا وقف إطلاق النار ..
‏آن الأوان لتغيير هذه المُعادلة، شارك في الإضراب العامّ لوقف إطلاق النار فوراً ..
‏⁧ #طوفان_الأردن⁩
‏⁧ #الاضراب_الشامل⁩"
